束ID,9相談,束,質問原文（受講生名・スタッフ名マスク済み）,日時,出典行(questions_all_full.csv)
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,クラウドワークス→ポートフォリオ→メール の、形で私に連絡をいただきました。 ◯◯様の連絡がもう1件きました。 プロフィールです 〔URL省略〕,2026-05-07 14:34:09,1283
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,クラウドワークス→ポートフォリオ→メール の、形で私に連絡をいただきました。 ◯◯様の連絡がもう1件きました。 プロフィールです 〔URL省略〕,2026-05-07 14:34:09,1284
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,ワークシート完成しました,2026-05-08 09:33:04,1411
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,動画編集の案件に応募を行っている最中です。今ポートフォリオが長尺用の動画しかないのですが縦動画用のポートフォリオを1から作成した方が、その類の案件をいただける近道になりますでしょうか。アドバイスよろしくお願いします。,2026-05-08 17:07:30,1473
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,お疲れ様です。 ◯◯さん宜しくお願いします。 物凄い分かりやすい提案ありがとうございます。 HP作成コースでは、チャットボットまで組み込む流れでしたが、あえてそこはせず、次の案件に繋げるということですね！ ポートフォリオを作り、営業、実績目指しながら、 最初の提案の②を並行できるよう努めたいと思います！ この度はご対応ありがとうございました！,2026-05-09 12:44:13,1550
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,〔URL省略〕 ゴール設定シート完成しました。,2026-05-09 15:19:07,1560
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,昨日の保留していた20件分＋本日分17件応募しました。 応募している中で3つ質問があります。 ①応募する際 ・動画作成系 ・○○年以上の実務経験系 ・プロジェクトマネージャー系(ほとんどが○実務経験必須) ・エンジニア系 ・講師系 ・可能な限り同じ企業には、応募しない ようにしているのですが、上記を気にしていると応募できそうな案件がかなり少なくなってきました。 上記の中で気にしなくて良いして内容 と現在検索ワードを「ai、資料」で探しているため他におすすめの検索ワードがあれば知りたいです。 ②職種情報のスキルについてどこまで入れていいか分からないので、◯◯さんに相談したいのですが、このチャットに画像添付して大丈夫ですか？ ③案件の業務計画・成果物サンプルを作成しました。クラウドコードからドキュメントの作成をしましたがこの共有もこのチャットで大丈夫ですか？,2026-05-09 17:18:44,1565
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,"◯◯様 いつもお世話になっております、◯◯です。 動画21,23で作成した画像をポートフォリオ用に修正しました。 確認いただければ幸いです。 また、今後はどのように進めていけば良いのでしょうか？",2026-05-09 22:51:13,1589
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,"◯◯様 いつもお世話になっております、◯◯です。 動画21,23で作成した画像をポートフォリオ用に修正しました。 確認いただければ幸いです。 また、今後はどのように進めていけば良いのでしょうか？",2026-05-09 22:51:13,1591
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,私がタイ（バンコク）で個人的に投資している美容院のHPを作ってみました。 結果 >>> 何とかできました。 内容はこれから少しずつ良くしていきますが、取り急ぎ公開までできた感じです。 〔URL省略〕,2026-05-09 23:31:54,1593
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,◼サクセスラーニング｜生成AIコース 【☆4】Claude Codeでチャットボット付きHPを作れるようになろう が完了しました。 成果物はこちらです。 〔URL省略〕,2026-05-10 01:40:50,1595
G3-01,✍️学習③ 作ったものを添削してほしい,ポートフォリオ/成果物を見てほしい,成果物というのはなんでしょうか？,2026-05-10 15:18:12,1635
